timestamp,gx,gy,gz,ax,ay,az,vx_gt,vy_gt,vz_gt
7.460000,0.284974,0.175277,-0.064015,-1.104335,0.199465,-8.015758,0.136049,-0.019032,-0.015018
7.480000,0.300115,-0.471649,-0.240715,4.837512,2.609992,-10.762040,0.106574,-0.007696,0.020590
7.500000,0.006444,-0.825180,-0.014131,-3.811095,-2.708740,-8.023701,0.195230,0.051992,0.001239
7.520000,0.457146,0.357031,-0.134811,2.190415,-0.607457,-11.512072,0.114046,0.006832,0.036695
7.540000,0.293419,1.184333,0.032168,1.853011,0.688365,-6.978395,0.153522,0.001212,0.002497
7.560000,-1.034981,-0.059790,0.447497,0.898216,-0.974295,-11.704213,0.183221,0.023308,0.058814
7.580000,0.297112,-0.355224,0.117595,0.760008,-1.739141,-11.462278,0.189554,0.011582,0.020431
7.600000,0.272463,-0.072090,0.058742,-1.684180,-0.740807,-8.042895,0.194653,-0.017285,-0.012964
7.620000,0.452635,-0.211610,-0.116079,3.973538,1.666295,-11.124765,0.151882,-0.024549,0.022022
7.640000,-0.062560,-0.398636,0.053301,-3.104720,-2.777326,-11.070771,0.222656,0.017952,-0.004681
7.660000,0.457983,-0.250199,0.326773,-0.188657,0.202869,-8.359995,0.152930,-0.026448,-0.030362
7.680000,0.408658,1.176973,0.007644,1.948566,1.865660,-7.736551,0.141973,-0.011983,-0.001770
7.700000,-0.693726,-0.291552,0.525047,0.829226,-1.411252,-10.320537,0.170748,0.036059,0.039140
7.720000,0.112833,-0.598553,0.296034,0.635441,-1.645792,-11.277447,0.174606,0.018416,0.028230
7.740000,-0.160524,0.053636,0.034979,-1.647674,-0.652328,-8.448578,0.176814,-0.006107,-0.001580
7.760000,0.344343,-0.244070,-0.014230,3.687707,1.527671,-10.861288,0.134893,-0.009527,0.025207
7.780000,0.289476,-0.497297,0.008528,-2.023855,-1.858991,-9.933413,0.199330,0.030331,0.003739
7.800000,-0.231441,-0.108281,0.223254,-0.035844,-0.528005,-9.971907,0.150866,0.004086,0.000803
7.820000,0.403811,1.144459,-0.116734,2.867236,2.195535,-7.447119,0.142917,0.003744,-0.002835
7.840000,-0.993301,-0.006112,0.312274,0.460719,-1.066773,-9.401723,0.190985,0.057232,0.043969
7.860000,-0.351753,-0.426588,0.192999,1.863831,-1.982912,-12.636943,0.186877,0.046034,0.051419
7.880000,0.097947,-0.238558,-0.026610,-0.853408,-0.889487,-11.885248,0.211680,0.013003,-0.005629
7.900000,1.272150,-0.908690,-0.145177,-0.652572,-0.159755,-7.584134,0.183813,0.002176,-0.047555
7.920000,0.173589,-0.487657,-0.166835,-0.357162,-0.992392,-9.427714,0.160846,0.006813,-0.003445
7.940000,-0.454697,-0.482798,0.570986,-0.267397,-1.167240,-10.060575,0.144748,-0.003681,0.003773
7.960000,0.713664,1.064825,0.448303,2.815226,1.242029,-11.354162,0.133435,-0.018331,-0.001522
7.980000,0.466729,1.748177,0.323269,-0.525400,0.627084,-5.225081,0.182486,0.015554,-0.032748
8.000000,-0.600697,-0.404874,0.433348,2.378511,-2.123689,-12.343366,0.159421,0.039325,0.058226
8.020000,0.328858,-0.480738,0.150540,-1.747227,-0.594576,-11.392575,0.194291,0.004019,0.007016
8.040000,-0.049839,-0.000873,0.204534,0.050629,-0.347461,-8.077521,0.148972,-0.000361,-0.025054
8.060000,0.004467,-0.317656,-0.153370,2.672878,0.735088,-10.289556,0.140287,0.000196,0.009212
8.080000,-0.495893,-0.651765,0.242009,-1.514731,-2.703400,-9.211378,0.184604,0.024117,-0.000809
8.100000,0.508883,0.857375,0.473337,2.102209,1.197109,-12.150233,0.148051,-0.021866,0.010897
8.120000,0.774291,1.751490,0.170873,-1.781942,1.279313,-5.122362,0.183207,0.010760,-0.036221
