step,time,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,action_0,joint_pos_0,joint_pos_rel_0,action_1,joint_pos_1,joint_pos_rel_1,action_2,joint_pos_2,joint_pos_rel_2,action_3,joint_pos_3,joint_pos_rel_3,action_4,joint_pos_4,joint_pos_rel_4,action_5,joint_pos_5,joint_pos_rel_5,action_6,joint_pos_6,joint_pos_rel_6,action_7,joint_pos_7,joint_pos_rel_7,action_8,joint_pos_8,joint_pos_rel_8,action_9,joint_pos_9,joint_pos_rel_9,action_10,joint_pos_10,joint_pos_rel_10,action_11,joint_pos_11,joint_pos_rel_11
146,2.92,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.23642889,0.07878071,0.16100824,0.16205044,-0.2398529,0.027248502,-0.07430079,0.2006635,-0.057678342,-0.14079745,0.28770894,-0.015350819,1.8912513,-2.7010791,-0.052182063,0.047604702,0.5227973,1.7948287,1.3494681,1.3640282,0.15643874,-0.80555034,-0.4342743,-0.80882376,-2.9824297,-1.9008014,-1.7849824,-1.0745633,4.591964,0.35277206,2.0261674,-2.0537674,1.4733621,2.6358027,-3.6025462,0.34816498,0.11163929,-0.20659007,0.065229855,0.17222401,0.19421357,0.16643007,0.18711835,0.1546984,0.10048712,0.06732948,0.045879044,-0.008694863,0.07758506,0.2678123,0.2678123,-0.16033338,0.80660516,0.021605134,0.072624095,-1.4135019,0.1564982,0.19040933,0.161108,0.161108,0.19940817,0.56485975,-0.22014028,0.1631344,-1.5061955,0.06380451,0.1736256,-0.043447994,-0.043447994,0.13455606,1.0085546,0.22355455,0.091883615,-1.6217233,-0.05172324,0.08773133,-0.15135123,-0.15135123,0.032730363,1.0566343,0.27163428,0.017554512,-1.6004635,-0.030463457
147,2.94,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.2678123,0.021605134,0.1564982,0.161108,-0.22014028,0.06380451,-0.043447994,0.22355455,-0.05172324,-0.15135123,0.27163428,-0.030463457,1.5691705,-2.8587797,-0.22550428,-0.04712189,0.9856299,1.8277988,1.5426399,1.1445519,0.29775244,-0.52768874,-0.803733,-0.7556327,-3.582878,-0.7386985,-1.6284844,-0.9113375,4.2412696,-0.18999448,1.4534175,-2.462564,1.2958504,2.8596816,-3.3808715,0.7307219,0.07758506,-0.16033338,0.072624095,0.19040933,0.19940817,0.1631344,0.1736256,0.13455606,0.091883615,0.08773133,0.032730363,0.017554512,0.034080274,0.2914209,0.2914209,-0.10318902,0.7487522,-0.03624785,0.07720693,-1.4212048,0.14879525,0.20156723,0.1584991,0.1584991,0.19893861,0.59304833,-0.19195169,0.1461139,-1.4702579,0.099742174,0.1503771,-0.010013841,-0.010013841,0.10850463,1.0261557,0.24115568,0.08288782,-1.6133025,-0.043302417,0.1019029,-0.15598723,-0.15598723,0.025616972,1.0336983,0.2486983,0.041070223,-1.6137855,-0.043785453
148,2.96,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.2914209,-0.03624785,0.14879525,0.1584991,-0.19195169,0.099742174,-0.010013841,0.24115568,-0.043302417,-0.15598723,0.2486983,-0.043785453,1.1804293,-2.8926485,-0.38514486,-0.1304451,1.4094282,1.796885,1.6717076,0.8800595,0.42104042,-0.23180047,-1.1467996,-0.66609955,-4.124634,0.4793826,-1.4502507,-0.77671003,3.741631,-0.8048458,0.7916236,-2.8278613,1.0853994,2.9527736,-3.027225,1.0603517,0.034080274,-0.10318902,0.07720693,0.20156723,0.19893861,0.1461139,0.1503771,0.10850463,0.08288782,0.1019029,0.025616972,0.041070223,-0.01085376,0.30615115,0.30615115,-0.041612923,0.69272006,-0.09227997,0.07798614,-1.4317973,0.13820279,0.20614924,0.15440093,0.15440093,0.19777215,0.62870383,-0.1562962,0.116624616,-1.4363427,0.13365734,0.11945716,0.024570677,0.024570677,0.08181441,1.0377275,0.25272745,0.07450412,-1.6028283,-0.03282821,0.109179795,-0.15461582,-0.15461582,0.028723484,1.0047513,0.2197513,0.06048744,-1.624715,-0.054714918
149,2.98,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.30615115,-0.09227997,0.13820279,0.15440093,-0.1562962,0.13365734,0.024570677,0.25272745,-0.03282821,-0.15461582,0.2197513,-0.054714918,0.7365122,-2.801607,-0.52962434,-0.2049087,1.7827748,1.695758,1.729226,0.5785902,0.52371174,0.06857073,-1.4473475,-0.54647225,-4.5388556,1.6730144,-1.2618254,-0.6693903,3.1446857,-1.4618125,0.077196404,-3.104345,0.8554331,2.9124231,-2.5280902,1.3205748,-0.01085376,-0.041612923,0.07798614,0.20614924,0.19777215,0.116624616,0.11945716,0.08181441,0.07450412,0.109179795,0.028723484,0.06048744,-0.052918695,0.31121477,0.31121477,0.0136430785,0.6408075,-0.14419252,0.07713238,-1.4449253,0.12507474,0.203217,0.14892292,0.14892292,0.19862115,0.6706606,-0.11433941,0.07433893,-1.4059432,0.1640569,0.08317823,0.058801685,0.058801685,0.06381849,1.0428387,0.25783867,0.06479588,-1.5907791,-0.020779014,0.109036446,-0.14742157,-0.14742157,0.041070245,0.97092104,0.18592101,0.077021345,-1.6327718,-0.0627718
150,3.0,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.31121477,-0.14419252,0.12507474,0.14892292,-0.11433941,0.1640569,0.058801685,0.25783867,-0.020779014,-0.14742157,0.18592101,-0.0627718,0.25318125,-2.5956264,-0.65640455,-0.2739003,2.0978377,1.5199767,1.7115504,0.25555852,0.6024593,0.3597127,-1.6915138,-0.4028411,-4.7882013,2.7371469,-1.0535821,-0.5966658,2.487619,-2.1412187,-0.65174806,-3.2243462,0.5998877,2.7408261,-1.9094393,1.5146365,-0.052918695,0.0136430785,0.07713238,0.203217,0.19862115,0.07433893,0.08317823,0.06381849,0.06479588,0.109036446,0.041070245,0.077021345,-0.08976703,0.3061861,0.3061861,0.058535,0.59499776,-0.19000226,0.07390683,-1.4602057,0.10979438,0.19465959,0.14213178,0.14213178,0.2041657,0.7176702,-0.067329824,0.018790185,-1.3806038,0.18939626,0.04830623,0.09124099,0.09124099,0.05319358,1.0413524,0.25635237,0.05532853,-1.5776627,-0.007662654,0.10186835,-0.13484602,-0.13484602,0.05921317,0.93352586,0.14852583,0.09186671,-1.6375916,-0.06759155
151,3.02,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3061861,-0.19000226,0.10979438,0.14213178,-0.067329824,0.18939626,0.09124099,0.25635237,-0.007662654,-0.13484602,0.14852583,-0.06759155,-0.2514327,-2.2904873,-0.7640207,-0.33955708,2.3504808,1.2669709,1.6219652,-0.07431352,0.6558209,0.6287776,-1.8697577,-0.24098568,-4.854631,3.6194935,-0.836408,-0.54573405,1.8076618,-2.8240888,-1.3285019,-3.198743,0.33718038,2.4500163,-1.2161276,1.6471853,-0.08976703,0.058535,0.07390683,0.19465959,0.2041657,0.018790185,0.04830623,0.05319358,0.05532853,0.10186835,0.05921317,0.09186671,-0.11906826,0.29103798,0.29103798,0.0947509,0.556934,-0.22806603,0.064618476,-1.477289,0.09271109,0.18446478,0.13410644,0.13410644,0.2072132,0.7683378,-0.01666224,-0.043589585,-1.3617859,0.20821416,0.020899791,0.1206396,0.1206396,0.04317601,1.0333284,0.24832839,0.048577033,-1.5639664,0.006033659,0.093416765,-0.11748876,-0.11748876,0.07793201,0.89396054,0.10896051,0.10586485,-1.638921,-0.06892097
152,3.04,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.29103798,-0.22806603,0.09271109,0.13410644,-0.01666224,0.20821416,0.1206396,0.24832839,0.006033659,-0.11748876,0.10896051,-0.06892097,-0.7574066,-1.9031868,-0.8541633,-0.40126684,2.5333803,0.9408961,1.4699305,-0.4012001,0.68481284,0.8678631,-1.9782672,-0.06646852,-4.7262316,4.3129454,-0.6406259,-0.4899327,1.0757523,-3.4459407,-1.8954391,-3.0780768,0.09121318,2.0904727,-0.505139,1.7218994,-0.11906826,0.0947509,0.064618476,0.18446478,0.2072132,-0.043589585,0.020899791,0.04317601,0.048577033,0.093416765,0.07793201,0.10586485,-0.1383793,0.266167,0.266167,0.12597273,0.52793324,-0.2570668,0.05053089,-1.4958507,0.07414937,0.17277259,0.12493755,0.12493755,0.19890362,0.8210406,0.036040545,-0.10465658,-1.3507148,0.21928525,0.002301355,0.14598696,0.14598696,0.029363684,1.0189549,0.23395485,0.044446263,-1.5501455,0.019854546,0.086118445,-0.09605273,-0.09605273,0.09679128,0.85364896,0.068648934,0.12063046,-1.6365999,-0.066599846
153,3.06,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.266167,-0.2570668,0.07414937,0.12493755,0.036040545,0.21928525,0.14598696,0.23395485,0.019854546,-0.09605273,0.068648934,-0.066599846,-1.2435476,-1.450037,-0.92808723,-0.45844465,2.6351388,0.55355525,1.2673677,-0.71867645,0.6910426,1.0718015,-2.0155797,0.116057426,-4.3965416,4.828753,-0.46163386,-0.42969084,0.25532484,-3.935442,-2.3318763,-2.8973403,-0.13269027,1.690335,0.20019293,1.7489576,-0.1383793,0.12597273,0.05053089,0.17277259,0.19890362,-0.10465658,0.002301355,0.029363684,0.044446263,0.086118445,0.09679128,0.12063046,-0.15136352,0.2323212,0.2323212,0.15561025,0.50900495,-0.27599508,0.034724705,-1.5155569,0.05444312,0.15958948,0.11472471,0.11472471,0.17557785,0.8739274,0.08892739,-0.15897346,-1.3482751,0.22172499,-0.009676377,0.16650288,0.16650288,0.011960789,0.998543,0.213543,0.03953571,-1.5366588,0.03334129,0.08041851,-0.071315825,-0.071315825,0.11449424,0.8139856,0.02898556,0.13401714,-1.6305934,-0.060593367
154,3.08,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.2323212,-0.27599508,0.05444312,0.11472471,0.08892739,0.22172499,0.16650288,0.213543,0.03334129,-0.071315825,0.02898556,-0.060593367,-1.6922907,-0.9464155,-0.98531497,-0.51064193,2.6443431,0.12198916,1.0257957,-1.0205925,0.67433625,1.236845,-1.9831684,0.3003239,-3.905892,5.180342,-0.2826551,-0.36646548,-0.65058064,-4.2462416,-2.644966,-2.6609344,-0.35186845,1.2645082,0.8716221,1.71435,-0.15136352,0.15561025,0.034724705,0.15958948,0.17557785,-0.15897346,-0.009676377,0.011960789,0.03953571,0.08041851,0.11449424,0.13401714,-0.15960062,0.19054829,0.19054829,0.17848767,0.50075763,-0.2842424,0.02332028,-1.5359882,0.03401184,0.14817122,0.103619084,0.103619084,0.14334589,0.9250619,0.14006186,-0.19259837,-1.3547986,0.2152015,-0.020012151,0.18158416,0.18158416,0.00071434584,0.97265184,0.18765181,0.035164375,-1.523937,0.046063066,0.07309888,-0.044152386,-0.044152386,0.12686741,0.7762387,-0.008761346,0.14103298,-1.62106,-0.05105996
155,3.1,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.19054829,-0.2842424,0.03401184,0.103619084,0.14006186,0.2152015,0.18158416,0.18765181,0.046063066,-0.044152386,-0.008761346,-0.05105996,-2.0886457,-0.41236705,-1.0215636,-0.5552813,2.5567226,-0.3261724,0.7540641,-1.2945584,0.63608944,1.358172,-1.887345,0.4766699,-3.2836056,5.327775,-0.0677491,-0.28020114,-1.5710577,-4.2827277,-2.8632388,-2.3114312,-0.55139387,0.8038643,1.4636936,1.5876693,-0.15960062,0.17848767,0.02332028,0.14817122,0.14334589,-0.19259837,-0.020012151,0.00071434584,0.035164375,0.07309888,0.12686741,0.14103298,-0.1594958,0.14220963,0.14220963,0.19485724,0.503395,-0.281605,0.01892554,-1.5566165,0.013383508,0.14128402,0.091856636,0.091856636,0.10232932,0.97248,0.18747997,-0.1976974,-1.3699589,0.20004117,-0.027471583,0.19083454,0.19083454,0.00018291641,0.9421304,0.15713036,0.03222876,-1.5123591,0.05764091,0.067185536,-0.015464004,-0.015464004,0.13576685,0.74154377,-0.043456256,0.13861096,-1.6083852,-0.038385153
156,3.12,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.14220963,-0.281605,0.013383508,0.091856636,0.18747997,0.20004117,0.19083454,0.15713036,0.05764091,-0.015464004,-0.043456256,-0.038385153,-2.4169328,0.13186914,-1.0314149,-0.5881224,2.3709052,-0.75801456,0.46251863,-1.5260735,0.5788951,1.4344192,-1.734746,0.6337415,-2.5273414,5.274822,0.19264846,-0.15585539,-2.4774313,-4.0025344,-2.974989,-1.8322874,-0.7203066,0.34253418,1.9750948,1.3555716,-0.1594958,0.19485724,0.01892554,0.14128402,0.10232932,-0.1976974,-0.027471583,0.00018291641,0.03222876,0.067185536,0.13576685,0.13861096,-0.1495806,0.088955104,0.088955104,0.20842077,0.5167719,-0.2682281,0.021525048,-1.5768231,-0.006823063,0.13822386,0.07973963,0.07973963,0.052736275,1.014249,0.22924894,-0.18096071,-1.39289,0.17711008,-0.030058082,0.19409873,0.19409873,0.006665903,0.9080351,0.12303507,0.031628318,-1.5022303,0.067769766,0.06320028,0.013853652,0.013853652,0.1455837,0.7109365,-0.07406354,0.13014676,-1.5931177,-0.023117661
157,3.14,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.088955104,-0.2682281,-0.006823063,0.07973963,0.22924894,0.17711008,0.19409873,0.12303507,0.067769766,0.013853652,-0.07406354,-0.023117661,-2.6627264,0.6688458,-1.0103302,-0.6058501,2.0884469,-1.1465523,0.16320917,-1.704764,0.5064442,1.4658829,-1.5303648,0.7633736,-1.6533813,5.053616,0.48867816,-0.0033838034,-3.3415585,-3.4710934,-2.966959,-1.2666858,-0.84892476,-0.103361085,2.4232633,1.0514648,-0.1495806,0.20842077,0.021525048,0.13822386,0.052736275,-0.18096071,-0.030058082,0.006665903,0.031628318,0.06320028,0.1455837,0.13014676,-0.12842187,0.032690037,0.032690037,0.21316996,0.54032254,-0.24467748,0.026387565,-1.5959843,-0.025984287,0.14059848,0.0676491,0.0676491,0.00047094375,1.048603,0.26360303,-0.1498463,-1.4223276,0.14767241,-0.030246008,0.19142637,0.19142637,0.0184513,0.8715714,0.086571395,0.031370856,-1.4938029,0.07619715,0.05363272,0.04283064,0.04283064,0.16019104,0.6853802,-0.099619806,0.11586701,-1.5759473,-0.0059472322
158,3.16,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.032690037,-0.24467748,-0.025984287,0.0676491,0.26360303,0.14767241,0.19142637,0.086571395,0.07619715,0.04283064,-0.099619806,-0.0059472322,-2.8132534,1.1775317,-0.9580588,-0.6045262,1.7177054,-1.4718816,-0.13361827,-1.8231828,0.4213715,1.4488494,-1.2778133,0.8585242,-0.68143266,4.6350665,0.7784263,0.18218818,-4.099395,-2.7630863,-2.8596227,-0.64527625,-0.9482931,-0.5719238,2.8226898,0.68828374,-0.12842187,0.21316996,0.026387565,0.14059848,0.00047094375,-0.1498463,-0.030246008,0.0184513,0.031370856,0.05363272,0.16019104,0.11586701,-0.08986708,-0.024398126,-0.024398126,0.20344412,0.57300717,-0.21199286,0.0361168,-1.6134524,-0.043452382,0.1479459,0.056025818,0.056025818,-0.04953284,1.0740583,0.28905827,-0.105172664,-1.456666,0.11333406,-0.029008772,0.18305208,0.18305208,0.038984597,0.83410466,0.04910463,0.025096094,-1.4873599,0.08264017,0.034582958,0.07039708,0.07039708,0.17877613,0.6657295,-0.1192705,0.097944476,-1.5576512,0.01234889
159,3.18,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.024398126,-0.21199286,-0.043452382,0.056025818,0.28905827,0.11333406,0.18305208,0.04910463,0.08264017,0.07039708,-0.1192705,0.01234889,-2.8544083,1.6342304,-0.8734056,-0.58116424,1.2727631,-1.7169187,-0.41871446,-1.8733371,0.3221499,1.3783222,-0.98253477,0.9148069,0.39756224,3.9997935,1.0707686,0.39073926,-4.699009,-1.9108248,-2.665299,0.035028696,-1.0586051,-1.0742757,3.1570284,0.29317337,-0.08986708,0.20344412,0.0361168,0.1479459,-0.04953284,-0.105172664,-0.029008772,0.038984597,0.025096094,0.034582958,0.17877613,0.097944476,-0.027705617,-0.07982091,-0.07982091,0.17696919,0.6133207,-0.17167932,0.054932423,-1.6285156,-0.05851555,0.16425344,0.045412317,0.045412317,-0.09040651,1.0895433,0.30454332,-0.051830858,-1.4940792,0.07592082,-0.024749622,0.16940682,0.16940682,0.07255924,0.79717803,0.012178004,0.015235282,-1.4831722,0.086827874,0.00487189,0.095399015,0.095399015,0.20332333,0.65273654,-0.13226348,0.07606572,-1.539075,0.030925035
160,3.2,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.07982091,-0.17167932,-0.05851555,0.045412317,0.30454332,0.07592082,0.16940682,0.012178004,0.086827874,0.095399015,-0.13226348,0.030925035,-2.7711391,2.0156772,-0.75315785,-0.53067505,0.7742507,-1.8706619,-0.68226296,-1.8463321,0.2093867,1.2500969,-0.6496489,0.9288091,1.5886269,3.1585321,1.384502,0.6413637,-5.0822725,-0.976748,-2.3811996,0.7805423,-1.1591967,-1.6015062,3.4308681,-0.12340424,-0.027705617,0.17696919,0.054932423,0.16425344,-0.09040651,-0.051830858,-0.024749622,0.07255924,0.015235282,0.00487189,0.20332333,0.07606572,0.046139404,-0.13103262,-0.13103262,0.13334289,0.65934056,-0.12565947,0.07763525,-1.640492,-0.07049191,0.18922448,0.036431137,0.036431137,-0.11409186,1.0945323,0.30953223,-0.0152455205,-1.5329337,0.03706634,-0.006649914,0.15125255,0.15125255,0.120602824,0.7624851,-0.02251494,0.007982354,-1.4814044,0.08859563,-0.017936856,0.116878614,0.116878614,0.23103099,0.6469932,-0.1380068,0.052144144,-1.5210805,0.04891956
161,3.22,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.13103262,-0.12565947,-0.07049191,0.036431137,0.30953223,0.03706634,0.15125255,-0.02251494,0.08859563,0.116878614,-0.1380068,0.04891956,-2.560585,2.300992,-0.59881556,-0.44905895,0.24944377,-1.942727,-0.9077131,-1.7346473,0.08838998,1.0739802,-0.2871668,0.8997235,2.7719731,2.1403944,1.6740494,0.9223096,-5.1919603,-0.15939236,-1.9462341,1.5757444,-1.2056767,-2.0196137,3.618232,-0.53579915,0.046139404,0.13334289,0.07763525,0.18922448,-0.11409186,-0.0152455205,-0.006649914,0.120602824,0.007982354,-0.017936856,0.23103099,0.052144144,0.11376956,-0.17575355,-0.17575355,0.092556514,0.7090702,-0.07592982,0.105412744,-1.6487312,-0.07873118,0.21661909,0.029678103,0.029678103,-0.12544885,1.0889782,0.30397815,-0.00030029658,-1.5718977,-0.0018976927,0.017762624,0.1295476,0.1295476,0.16817343,0.73160964,-0.053390384,0.004367559,-1.4820986,0.08790147,-0.02557604,0.13421205,0.13421205,0.26002818,0.6488923,-0.13610774,0.031494044,-1.5044467,0.06555331
162,3.24,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.17575355,-0.07592982,-0.07873118,0.029678103,0.30397815,-0.0018976927,0.1295476,-0.053390384,0.08790147,0.13421205,-0.13610774,0.06555331,-2.2360466,2.486481,-0.41196644,-0.33765176,-0.27770215,-1.9482046,-1.0852478,-1.5437734,-0.03470794,0.86667144,0.09495449,0.83168864,3.793588,1.1141574,1.9389976,1.1818768,-5.0671873,0.49203396,-1.4288685,2.295185,-1.1917176,-2.2660022,3.702917,-0.89689267,0.11376956,0.092556514,0.105412744,0.21661909,-0.12544885,-0.00030029658,0.017762624,0.16817343,0.004367559,-0.02557604,0.26002818,0.031494044,0.16413267,-0.21218222,-0.21218222,0.06904108,0.7606989,-0.024301112,0.13297015,-1.6527067,-0.08270669,0.23969808,0.025611926,0.025611926,-0.12762895,1.0732592,0.2882592,0.0077164536,-1.6097655,-0.039765477,0.03385733,0.10521023,0.10521023,0.20305571,0.7058129,-0.079187155,0.0022257182,-1.4852061,0.084793925,-0.025483802,0.14701477,0.14701477,0.28653947,0.6585684,-0.12643164,0.01683794,-1.4898119,0.080188155
163,3.2600000000000002,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.21218222,-0.024301112,-0.08270669,0.025611926,0.2882592,-0.039765477,0.10521023,-0.079187155,0.084793925,0.14701477,-0.12643164,0.080188155,-1.8214335,2.581436,-0.19877653,-0.2033088,-0.78594697,-1.8933895,-1.2168683,-1.2898374,-0.15537906,0.6401358,0.48380405,0.73174,4.556624,0.20395884,2.1363907,1.3681138,-4.740404,1.0651451,-0.94389343,2.8395715,-1.1342446,-2.390226,3.659706,-1.1803869,0.16413267,0.06904108,0.13297015,0.23969808,-0.12762895,0.0077164536,0.03385733,0.20305571,0.0022257182,-0.025483802,0.28653947,0.01683794,0.19352126,-0.23908621,-0.23908621,0.060976088,0.81262267,0.02762264,0.15179256,-1.652146,-0.08214593,0.2543263,0.024486773,0.024486773,-0.122659445,1.0481291,0.26312906,0.0150464615,-1.6454004,-0.07540035,0.039715864,0.079067096,0.079067096,0.22353679,0.685982,-0.09901804,0.00034281868,-1.4906086,0.07939148,-0.02644603,0.15502356,0.15502356,0.30406377,0.6758092,-0.10919082,0.008172184,-1.4776592,0.09234083
164,3.2800000000000002,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.23908621,0.02762264,-0.08214593,0.024486773,0.26312906,-0.07540035,0.079067096,-0.09901804,0.07939148,0.15502356,-0.10919082,0.09234083,-1.3451991,2.5961864,0.028038248,-0.05625768,-1.2565087,-1.781744,-1.3071567,-0.9915434,-0.27012146,0.40043968,0.8620417,0.60763544,5.0247035,-0.5829687,2.2058616,1.4509712,-4.240861,1.5885481,-0.5152106,3.1889808,-1.0442517,-2.4515576,3.4502282,-1.3813982,0.19352126,0.060976088,0.15179256,0.2543263,-0.122659445,0.0150464615,0.039715864,0.22353679,0.00034281868,-0.02644603,0.30406377,0.008172184,0.20648775,-0.25575924,-0.25575924,0.062430553,0.8634008,0.07840079,0.16214249,-1.6470286,-0.07702851,0.26018772,0.026345622,0.026345622,-0.11247963,1.0146598,0.22965974,0.019888446,-1.6777904,-0.10779035,0.037860777,0.05186757,0.05186757,0.23128699,0.6726376,-0.112362444,-0.0015121673,-1.4981254,0.07187462,-0.030246466,0.15807603,0.15807603,0.31137264,0.7000528,-0.08494723,0.0053535365,-1.4683088,0.101691246
165,3.3000000000000003,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.25575924,0.07840079,-0.07702851,0.026345622,0.22965974,-0.10779035,0.05186757,-0.112362444,0.07187462,0.15807603,-0.08494723,0.101691246,-0.8336522,2.5389075,0.2558694,0.09294242,-1.6734688,-1.6194998,-1.3599763,-0.66722023,-0.37584504,0.15262362,1.2121806,0.46752244,5.2261205,-1.2699354,2.1519883,1.4301691,-3.6009605,2.0369637,-0.13472624,3.352216,-0.9266262,-2.4614196,3.0779464,-1.4984087,0.20648775,0.062430553,0.16214249,0.26018772,-0.11247963,0.019888446,0.037860777,0.23128699,-0.0015121673,-0.030246466,0.31137264,0.0053535365,0.20809066,-0.26195762,-0.26195762,0.06689405,0.91170156,0.12670153,0.16595325,-1.6375538,-0.06755376,0.25896552,0.031047698,0.031047698,-0.09883009,0.97417957,0.18917954,0.021829523,-1.7060792,-0.13607919,0.031160235,0.024304787,0.024304787,0.23152506,0.66600096,-0.118999064,-0.002890711,-1.5075148,0.062485218,-0.035103634,0.15613766,0.15613766,0.3086747,0.7304145,-0.054585516,0.0065297857,-1.4619387,0.10806131
166,3.3200000000000003,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.26195762,0.12670153,-0.06755376,0.031047698,0.18917954,-0.13607919,0.024304787,-0.118999064,0.062485218,0.15613766,-0.054585516,0.10806131,-0.30991817,2.4150386,0.47373563,0.23510379,-2.0240102,-1.4144446,-1.3781393,-0.331832,-0.46947283,-0.096918344,1.5180867,0.31850502,5.198422,-1.8851722,1.9937283,1.321666,-2.854562,2.3973825,0.20860808,3.366302,-0.7823554,-2.4083924,2.5605793,-1.5435909,0.20809066,0.06689405,0.16595325,0.25896552,-0.09883009,0.021829523,0.031160235,0.23152506,-0.002890711,-0.035103634,0.3086747,0.0065297857,0.2023919,-0.2578389,-0.2578389,0.07052607,0.95628285,0.17128283,0.16495255,-1.6241057,-0.05410564,0.25047708,0.038274266,0.038274266,-0.081322365,0.92823535,0.14323533,0.02154439,-1.7295773,-0.15957725,0.023048963,-0.0029543377,-0.0029543377,0.2278764,0.66604584,-0.11895418,-0.004339748,-1.5184892,0.05151081,-0.040704012,0.1493041,0.1493041,0.296483,0.76572675,-0.019273281,0.011090444,-1.4585919,0.111408114
167,3.34,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.2578389,0.17128283,-0.05410564,0.038274266,0.14323533,-0.15957725,-0.0029543377,-0.11895418,0.05151081,0.1493041,-0.019273281,0.111408114,0.20593488,2.2290637,0.672408,0.36132848,-2.297211,-1.1749059,-1.3629563,0.0022441447,-0.54872257,-0.34167784,1.7656105,0.16733843,4.977063,-2.4392521,1.7507687,1.1307809,-2.02322,2.66687,0.529813,3.259955,-0.6198358,-2.2931828,1.9214607,-1.5222412,0.2023919,0.07052607,0.16495255,0.25047708,-0.081322365,0.02154439,0.023048963,0.2278764,-0.004339748,-0.040704012,0.296483,0.011090444,0.19284278,-0.24389976,-0.24389976,0.07176289,0.9960029,0.21100289,0.16081187,-1.607214,-0.03721392,0.234466,0.047538243,0.047538243,-0.06193029,0.8785162,0.09351617,0.02039992,-1.7477577,-0.17775762,0.014331457,-0.029275881,-0.029275881,0.22198926,0.6725282,-0.11247182,-0.005133909,-1.5307145,0.03928554,-0.048740815,0.13777167,0.13777167,0.27636966,0.8046003,0.019600272,0.018021103,-1.4581926,0.111807466
