step,time,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,action_0,joint_pos_0,joint_pos_rel_0,action_1,joint_pos_1,joint_pos_rel_1,action_2,joint_pos_2,joint_pos_rel_2,action_3,joint_pos_3,joint_pos_rel_3,action_4,joint_pos_4,joint_pos_rel_4,action_5,joint_pos_5,joint_pos_rel_5,action_6,joint_pos_6,joint_pos_rel_6,action_7,joint_pos_7,joint_pos_rel_7,action_8,joint_pos_8,joint_pos_rel_8,action_9,joint_pos_9,joint_pos_rel_9,action_10,joint_pos_10,joint_pos_rel_10,action_11,joint_pos_11,joint_pos_rel_11
272,5.44,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.11067544,0.3681845,0.063654184,0.121014304,-0.1227479,-0.19026387,-0.0919066,-0.03607887,-0.041728616,0.05689627,0.15134007,0.1521231,2.510583,0.5097656,0.88381875,0.36736017,-2.0835447,-0.22837368,-0.24224475,1.1316278,-0.42879814,-1.4763168,1.7924613,-0.763258,2.3173592,-5.7100167,-0.3459063,-1.0527604,2.4955764,2.9006577,1.6252525,1.801021,0.94830304,-1.2142122,-1.5280287,-2.0168116,0.19577755,-0.06186994,0.10819558,0.10422947,0.039579235,0.026021909,0.04006019,0.22392961,0.03731288,-0.11028291,0.14584614,-0.010038527,0.18392271,-0.055995032,-0.055995032,-0.1447084,1.1508001,0.36580008,0.08062666,-1.4897473,0.08025277,0.08053915,0.12592432,0.12592432,0.07664802,0.62609136,-0.15890867,0.044512916,-1.7587712,-0.18877113,0.06692213,-0.093124926,-0.093124926,0.22613521,0.77518666,-0.009813368,0.052989826,-1.6181885,-0.048188448,-0.106715515,0.024991453,0.024991453,0.116117455,0.96871704,0.18371701,-0.029955393,-1.4374546,0.13254547
273,5.46,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.055995032,0.36580008,0.08025277,0.12592432,-0.15890867,-0.18877113,-0.093124926,-0.009813368,-0.048188448,0.024991453,0.18371701,0.13254547,2.7340205,-0.11922294,0.82992995,0.24550092,-1.808039,0.074635774,-0.060916156,1.3132738,-0.3229941,-1.5952408,1.6188483,-0.9788809,1.4152244,-6.105546,-0.7583348,-1.2580866,3.1951866,2.936474,1.7868236,1.4051481,1.1230849,-0.7140311,-2.1477396,-1.8303931,0.18392271,-0.1447084,0.08062666,0.08053915,0.07664802,0.044512916,0.06692213,0.22613521,0.052989826,-0.106715515,0.116117455,-0.029955393,0.17401674,0.0013771392,0.0013771392,-0.21361433,1.1352398,0.3502398,0.060532533,-1.4749466,0.095053434,0.07253563,0.12820612,0.12820612,0.11563545,0.5968668,-0.18813324,0.065654725,-1.7511095,-0.18110943,0.09709718,-0.09034715,-0.09034715,0.22157268,0.80419856,0.019198537,0.07194386,-1.6221368,-0.05213678,-0.094194785,-0.008166134,-0.008166134,0.09323081,0.99647814,0.21147811,-0.04985127,-1.4609715,0.10902858
274,5.48,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.0013771392,0.3502398,0.095053434,0.12820612,-0.18813324,-0.18110943,-0.09034715,0.019198537,-0.05213678,-0.008166134,0.21147811,0.10902858,2.8686087,-0.77801174,0.7400305,0.1140898,-1.4612291,0.3830824,0.13888876,1.4505948,-0.1974178,-1.6578795,1.3880538,-1.1758472,0.51037115,-6.211935,-1.0846274,-1.3145177,3.7940083,2.9031756,1.9112068,0.9340862,1.2809016,-0.14714651,-2.6412106,-1.5931551,0.17401674,-0.21361433,0.060532533,0.07253563,0.11563545,0.065654725,0.09709718,0.22157268,0.07194386,-0.094194785,0.09323081,-0.04985127,0.17366189,0.059765086,0.059765086,-0.2600272,1.106606,0.32160598,0.05431851,-1.4624022,0.10759783,0.07561769,0.12790203,0.12790203,0.14628562,0.57565933,-0.20934069,0.08647053,-1.7373501,-0.16735005,0.13268796,-0.08324869,-0.08324869,0.21159182,0.8349389,0.049938858,0.090382,-1.6232653,-0.053265214,-0.071975455,-0.041306946,-0.041306946,0.07984344,1.0187694,0.23376936,-0.06306694,-1.4878597,0.08214033
275,5.5,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.059765086,0.32160598,0.10759783,0.12790203,-0.20934069,-0.16735005,-0.08324869,0.049938858,-0.053265214,-0.041306946,0.23376936,0.08214033,2.9193974,-1.4316943,0.6272179,-0.015204519,-1.0603731,0.687971,0.354923,1.5370169,-0.056420803,-1.6570406,1.1145616,-1.3444138,-0.32173342,-5.9790673,-1.276673,-1.2576555,4.2092586,2.7830818,2.0091157,0.41311485,1.3919287,0.47215882,-2.9813619,-1.268774,0.17366189,-0.2600272,0.05431851,0.07561769,0.14628562,0.08647053,0.13268796,0.21159182,0.090382,-0.071975455,0.07984344,-0.06306694,0.18247806,0.11763299,0.11763299,-0.2853603,1.0656593,0.28065926,0.054859705,-1.4524037,0.11759639,0.08515082,0.1252161,0.1252161,0.16664088,0.56315535,-0.22184467,0.10451999,-1.7177719,-0.14777184,0.17034206,-0.07160484,-0.07160484,0.19641839,0.866293,0.08129299,0.107422195,-1.6213713,-0.051371217,-0.043519236,-0.07310505,-0.07310505,0.072211765,1.034991,0.249991,-0.068702534,-1.5173645,0.05263555
276,5.5200000000000005,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.11763299,0.28065926,0.11759639,0.1252161,-0.22184467,-0.14777184,-0.07160484,0.08129299,-0.051371217,-0.07310505,0.249991,0.05263555,2.8933954,-2.0473342,0.49992943,-0.13429688,-0.62519854,0.9789138,0.5821924,1.567707,0.09470007,-1.5899054,0.8110832,-1.475236,-1.0639305,-5.435392,-1.382315,-1.1247383,4.422359,2.565507,2.0551357,-0.13942266,1.4484237,1.1004133,-3.1890519,-0.86375827,0.18247806,-0.2853603,0.054859705,0.08515082,0.16664088,0.10451999,0.17034206,0.19641839,0.107422195,-0.043519236,0.072211765,-0.068702534,0.1881917,0.17345303,0.17345303,-0.2961618,1.0136906,0.22869056,0.055097453,-1.4451663,0.1248337,0.09748769,0.120453395,0.120453395,0.1796788,0.5596786,-0.22532141,0.12103156,-1.6928314,-0.122831345,0.2014198,-0.05541563,-0.05541563,0.17922093,0.89712757,0.11212754,0.11884838,-1.6164205,-0.046420455,-0.011133119,-0.10224892,-0.10224892,0.06638725,1.0447531,0.25975305,-0.06705617,-1.5485737,0.02142632
277,5.54,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.17345303,0.22869056,0.1248337,0.120453395,-0.22532141,-0.122831345,-0.05541563,0.11212754,-0.046420455,-0.10224892,0.25975305,0.02142632,2.791002,-2.5984344,0.36186433,-0.23813492,-0.17383608,1.2470225,0.8094604,1.5417265,0.24754079,-1.4571937,0.48810092,-1.5604595,-1.7808411,-4.6511755,-1.4488379,-0.94678134,4.453972,2.2675738,1.9914869,-0.6852535,1.4224149,1.7032797,-3.288976,-0.39485145,0.1881917,-0.2961618,0.055097453,0.09748769,0.1796788,0.12103156,0.2014198,0.17922093,0.11884838,-0.011133119,0.06638725,-0.06705617,0.18109468,0.22561203,0.22561203,-0.29205015,0.9524771,0.16747707,0.055853076,-1.4408162,0.12918389,0.11348801,0.11402114,0.11402114,0.18821847,0.5652294,-0.21977061,0.13701934,-1.663132,-0.0931319,0.22076604,-0.0349726,-0.0349726,0.16096453,0.926336,0.14133596,0.123566516,-1.6085588,-0.03855872,0.023866713,-0.12749624,-0.12749624,0.058755226,1.0478303,0.26283032,-0.05698085,-1.5804316,-0.010431528
278,5.5600000000000005,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.22561203,0.16747707,0.12918389,0.11402114,-0.21977061,-0.0931319,-0.0349726,0.14133596,-0.03855872,-0.12749624,0.26283032,-0.010431528,2.60795,-3.060674,0.2175096,-0.32161283,0.27753887,1.4849714,1.0221515,1.4604216,0.39308506,-1.2623659,0.15386093,-1.5928919,-2.5168138,-3.6544678,-1.4698049,-0.7246928,4.3277087,1.9065892,1.7896621,-1.2024533,1.310448,2.2549822,-3.3052642,0.12946954,0.18109468,-0.29205015,0.055853076,0.11348801,0.18821847,0.13701934,0.22076604,0.16096453,0.123566516,0.023866713,0.058755226,-0.05698085,0.15689173,0.27239856,0.27239856,-0.2698135,0.884266,0.09926599,0.058653735,-1.4393663,0.13063371,0.13485128,0.10643858,0.10643858,0.19584927,0.57954246,-0.20545757,0.15112914,-1.6294218,-0.059421778,0.22508352,-0.010889802,-0.010889802,0.14291354,0.9528868,0.1678868,0.12019185,-1.5981234,-0.028123379,0.058043107,-0.14775513,-0.14775513,0.046488404,1.0441253,0.2591253,-0.036794916,-1.6117479,-0.04174781
279,5.58,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.27239856,0.09926599,0.13063371,0.10643858,-0.20545757,-0.059421778,-0.010889802,0.1678868,-0.028123379,-0.14775513,0.2591253,-0.04174781,2.3393266,-3.4105551,0.072489604,-0.37912783,0.7156513,1.6855072,1.20414,1.3275406,0.5217675,-1.0129442,-0.18525231,-1.5658149,-3.276776,-2.4598854,-1.4356925,-0.45519048,4.075595,1.4852879,1.4390482,-1.6686299,1.1098459,2.7179801,-3.2578747,0.7027006,0.15689173,-0.2698135,0.058653735,0.13485128,0.19584927,0.15112914,0.22508352,0.14291354,0.12019185,0.058043107,0.046488404,-0.036794916,0.11548184,0.3120518,0.3120518,-0.22671774,0.8117385,0.026738465,0.06413799,-1.4407111,0.12928891,0.15639663,0.098247275,0.098247275,0.1988115,0.60204816,-0.18295187,0.15945901,-1.5926245,-0.022624493,0.2128998,0.01590052,0.01590052,0.12727246,0.9758814,0.19088137,0.10833409,-1.5856344,-0.015634298,0.08409296,-0.16221336,-0.16221336,0.03169293,1.0336974,0.24869734,-0.009087263,-1.6412709,-0.07127082
280,5.6000000000000005,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3120518,0.026738465,0.12928891,0.098247275,-0.18295187,-0.022624493,0.01590052,0.19088137,-0.015634298,-0.16221336,0.24869734,-0.07127082,1.9826621,-3.6263766,-0.06724079,-0.40956512,1.1252843,1.8398669,1.3395162,1.1497289,0.62445164,-0.72291136,-0.5213965,-1.4761494,-4.036191,-1.091032,-1.3449414,-0.18238981,3.6829383,0.9913886,0.9462074,-2.0573668,0.82735026,3.0331366,-3.1347766,1.2884562,0.11548184,-0.22671774,0.06413799,0.15639663,0.1988115,0.15945901,0.2128998,0.12727246,0.10833409,0.08409296,0.03169293,-0.009087263,0.059119157,0.3428436,0.3428436,-0.16401805,0.7379067,-0.04709333,0.072804786,-1.4446245,0.12537551,0.17308334,0.089924805,0.089924805,0.19652158,0.6318877,-0.15311235,0.1553114,-1.5539025,0.016097546,0.18387793,0.04417695,0.04417695,0.11287523,0.9945597,0.20955968,0.08988074,-1.571749,-0.0017489195,0.09919529,-0.17039388,-0.17039388,0.02005746,1.016837,0.23183697,0.018483168,-1.667831,-0.09783089
281,5.62,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3428436,-0.04709333,0.12537551,0.089924805,-0.15311235,0.016097546,0.04417695,0.20955968,-0.0017489195,-0.17039388,0.23183697,-0.09783089,1.539589,-3.69159,-0.1956682,-0.41612342,1.4919753,1.9361023,1.4138216,0.9339141,0.6942693,-0.4090261,-0.8430191,-1.3280045,-4.7554774,0.39716205,-1.198664,0.05250571,3.1611505,0.39714918,0.32935098,-2.3678484,0.48702517,3.1780477,-2.9029908,1.8177357,0.059119157,-0.16401805,0.072804786,0.17308334,0.19652158,0.1553114,0.18387793,0.11287523,0.08988074,0.09919529,0.02005746,0.018483168,0.00031053275,0.3633011,0.3633011,-0.09129773,0.6658873,-0.11911273,0.08030806,-1.4508302,0.11916983,0.18382207,0.08185769,0.08185769,0.19584176,0.66804,-0.11696005,0.13685559,-1.5146445,0.05535555,0.1423819,0.07253114,0.07253114,0.09745411,1.0082864,0.22328633,0.070930555,-1.5571549,0.012845159,0.10308041,-0.17216392,-0.17216392,0.018343685,0.99414665,0.20914662,0.040311202,-1.69045,-0.1204499
282,5.64,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3633011,-0.11911273,0.11916983,0.08185769,-0.11696005,0.05535555,0.07253114,0.22328633,0.012845159,-0.17216392,0.20914662,-0.1204499,1.0228753,-3.6009698,-0.3102823,-0.40335575,1.8076144,1.9628981,1.4177095,0.6863345,0.72970665,-0.08850175,-1.1345179,-1.1309514,-5.3295317,1.8927269,-1.0317543,0.23755221,2.5745056,-0.28808403,-0.3590129,-2.6085505,0.14155154,3.1530983,-2.5273623,2.2399046,0.00031053275,-0.09129773,0.08030806,0.18382207,0.19584176,0.13685559,0.1423819,0.09745411,0.070930555,0.10308041,0.018343685,0.040311202,-0.054355063,0.3723342,0.3723342,-0.024425678,0.59858954,-0.18641049,0.084157296,-1.4590455,0.11095452,0.18756813,0.074318126,0.074318126,0.19144833,0.7092798,-0.07572025,0.10009504,-1.4764774,0.09352267,0.09599645,0.09951791,0.09951791,0.087905444,1.0166622,0.23166221,0.053252168,-1.5425252,0.02747488,0.101482734,-0.16765012,-0.16765012,0.032906123,0.9666054,0.1816054,0.05790496,-1.7083429,-0.13834286
283,5.66,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3723342,-0.18641049,0.11095452,0.074318126,-0.07572025,0.09352267,0.09951791,0.23166221,0.02747488,-0.16765012,0.1816054,-0.13834286,0.45165622,-3.3648865,-0.4107632,-0.37697828,2.0619895,1.9083574,1.3493384,0.41879538,0.73148704,0.22568968,-1.3770604,-0.8946453,-5.701562,3.2463403,-0.86567956,0.36299795,1.9053444,-1.0666579,-1.0451168,-2.728444,-0.18743968,3.0033152,-1.9816377,2.5568495,-0.054355063,-0.024425678,0.084157296,0.18756813,0.19144833,0.10009504,0.09599645,0.087905444,0.053252168,0.101482734,0.032906123,0.05790496,-0.09981971,0.3693277,0.3693277,0.026055563,0.53849125,-0.24650878,0.08103556,-1.4690359,0.10096419,0.18687375,0.06749483,0.06749483,0.18621665,0.754257,-0.030743003,0.04558856,-1.4412067,0.12879336,0.05153436,0.12379198,0.12379198,0.08962717,1.0196054,0.23460537,0.03576976,-1.5285151,0.041484952,0.095835745,-0.15720876,-0.15720876,0.059998356,0.93548024,0.15048021,0.075274505,-1.720879,-0.1508789
284,5.68,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3693277,-0.24650878,0.10096419,0.06749483,-0.030743003,0.12879336,0.12379198,0.23460537,0.041484952,-0.15720876,0.15048021,-0.1508789,-0.15032524,-3.0049157,-0.4995163,-0.34116456,2.2488618,1.763537,1.2137033,0.14715618,0.7005053,0.5220683,-1.5562596,-0.62680167,-5.8332477,4.3546915,-0.72636545,0.44506806,1.1941922,-1.9072365,-1.663636,-2.6924026,-0.4985227,2.7464764,-1.3132318,2.7896583,-0.09981971,0.026055563,0.08103556,0.18687375,0.18621665,0.04558856,0.05153436,0.08962717,0.03576976,0.095835745,0.059998356,0.075274505,-0.13441971,0.3541703,0.3541703,0.06322073,0.48762262,-0.2973774,0.07439739,-1.4805719,0.08942819,0.18666345,0.06155873,0.06155873,0.18631849,0.80162406,0.016624033,-0.013424293,-1.4105766,0.15942347,0.012840276,0.14419705,0.14419705,0.093164615,1.0172132,0.2322132,0.023209965,-1.5156779,0.054322124,0.09123503,-0.14133886,-0.14133886,0.08417147,0.902067,0.11706698,0.09321701,-1.7275845,-0.15758443
285,5.7,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3541703,-0.2973774,0.08942819,0.06155873,0.016624033,0.15942347,0.14419705,0.2322132,0.054322124,-0.14133886,0.11706698,-0.15758443,-0.75787,-2.5434308,-0.57679963,-0.29680496,2.3683522,1.5315044,1.0202538,-0.119607896,0.6418613,0.7934954,-1.6706617,-0.33527613,-5.717433,5.2162523,-0.5927814,0.5160551,0.5030886,-2.6934605,-2.1737375,-2.570127,-0.7520861,2.4269505,-0.64877903,2.9391665,-0.13441971,0.06322073,0.07439739,0.18666345,0.18631849,-0.013424293,0.012840276,0.093164615,0.023209965,0.09123503,0.08417147,0.09321701,-0.15707114,0.3272609,0.3272609,0.09665395,0.44765458,-0.33734545,0.06691872,-1.4933981,0.07660198,0.18638785,0.056650884,0.056650884,0.18541148,0.8499846,0.06498456,-0.06782983,-1.386095,0.183905,-0.01501445,0.15986468,0.15986468,0.088086665,1.0096097,0.22460967,0.020316964,-1.5043854,0.0656147,0.09065862,-0.12062311,-0.12062311,0.10296823,0.8676194,0.08261937,0.10945675,-1.7281843,-0.15818429
286,5.72,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3272609,-0.33734545,0.07660198,0.056650884,0.06498456,0.183905,0.15986468,0.22460967,0.0656147,-0.12062311,0.08261937,-0.15818429,-1.3454694,-1.9984024,-0.64131284,-0.24539238,2.418026,1.2240746,0.7833817,-0.38017505,0.56462765,1.035787,-1.7223818,-0.029991567,-5.3582377,5.8790307,-0.4500824,0.57049674,-0.19222994,-3.3432567,-2.531218,-2.4366863,-0.9118969,2.0747447,-0.022521973,2.9879756,-0.15707114,0.09665395,0.06691872,0.18638785,0.18541148,-0.06782983,-0.01501445,0.088086665,0.020316964,0.09065862,0.10296823,0.10945675,-0.17293176,0.289413,0.289413,0.1288576,0.41989544,-0.3651046,0.05992811,-1.5072224,0.06277764,0.18223974,0.052825958,0.052825958,0.17445248,0.89780724,0.112807214,-0.11727112,-1.3689922,0.20100784,-0.0317392,0.17023572,0.17023572,0.077753276,0.9969882,0.21198815,0.022088379,-1.4948918,0.07510829,0.09421709,-0.095708065,-0.095708065,0.11957987,0.8333593,0.048359275,0.1236983,-1.7226088,-0.15260875
287,5.74,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.289413,-0.3651046,0.06277764,0.052825958,0.112807214,0.20100784,0.17023572,0.21198815,0.07510829,-0.095708065,0.048359275,-0.15260875,-1.8923956,-1.3879567,-0.6912144,-0.19124639,2.3911316,0.85514,0.51855254,-0.63107705,0.4746778,1.2457523,-1.7130059,0.27877498,-4.8081293,6.346577,-0.29349822,0.58201396,-0.9320057,-3.840242,-2.729927,-2.2721024,-1.0108207,1.7004519,0.57115096,2.9355042,-0.17293176,0.1288576,0.05992811,0.18223974,0.17445248,-0.11727112,-0.0317392,0.077753276,0.022088379,0.09421709,0.11957987,0.1236983,-0.18157247,0.24182788,0.24182788,0.1559033,0.4052081,-0.37979192,0.053175233,-1.5217283,0.048271775,0.17306472,0.05003661,0.05003661,0.15159708,0.94344586,0.15844584,-0.15562259,-1.3601068,0.20989323,-0.041474935,0.17501062,0.17501062,0.064941525,0.97964305,0.19464302,0.024178473,-1.4873906,0.082609415,0.09663592,-0.067358255,-0.067358255,0.13472004,0.8004534,0.015453398,0.13515143,-1.711002,-0.14100194
288,5.76,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.24182788,-0.37979192,0.048271775,0.05003661,0.15844584,0.20989323,0.17501062,0.19464302,0.082609415,-0.067358255,0.015453398,-0.14100194,-2.379257,-0.7343671,-0.72529125,-0.13946751,2.2819324,0.4442699,0.23874483,-0.86725557,0.3750589,1.4174907,-1.6452926,0.5803426,-4.085576,6.584658,-0.12950847,0.54441273,-1.7047255,-4.134487,-2.797772,-2.0622704,-1.0772965,1.2792692,1.1215633,2.7808046,-0.18157247,0.1559033,0.053175233,0.17306472,0.15159708,-0.15562259,-0.041474935,0.064941525,0.024178473,0.09663592,0.13472004,0.13515143,-0.1802491,0.18609011,0.18609011,0.1759014,0.40397006,-0.38102996,0.04793375,-1.5365665,0.033433557,0.16246375,0.04818767,0.04818767,0.120533235,0.98524016,0.20024014,-0.17662059,-1.3597844,0.21021569,-0.047267657,0.17410888,0.17410888,0.054820586,0.9580317,0.17303169,0.026214687,-1.4820155,0.08798456,0.09489836,-0.036474228,-0.036474228,0.14680253,0.76995987,-0.015040159,0.14106548,-1.6937507,-0.12375069
289,5.78,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.18609011,-0.38102996,0.033433557,0.04818767,0.20024014,0.21021569,0.17410888,0.17303169,0.08798456,-0.036474228,-0.015040159,-0.12375069,-2.7868881,-0.061902583,-0.74191105,-0.09244691,2.089715,0.01612258,-0.045087278,-1.0805674,0.2687545,1.5442014,-1.5246786,0.86256284,-3.198152,6.5805864,0.045525588,0.4848062,-2.461161,-4.1832323,-2.757577,-1.7793636,-1.1127827,0.8043194,1.6041028,2.512952,-0.1802491,0.1759014,0.04793375,0.16246375,0.120533235,-0.17662059,-0.047267657,0.054820586,0.026214687,0.09489836,0.14680253,0.14106548,-0.16936275,0.12410845,0.12410845,0.1896586,0.41608578,-0.36891425,0.044510834,-1.5513616,0.018638492,0.15646759,0.0472244,0.0472244,0.08226504,1.0215764,0.23657638,-0.1787129,-1.3678577,0.20214236,-0.048184376,0.16767915,0.16767915,0.04926075,0.9327838,0.14778376,0.031170057,-1.4787966,0.09120345,0.09020315,-0.004047293,-0.004047293,0.15892325,0.74284416,-0.04215586,0.13922645,-1.6714994,-0.10149932
290,5.8,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.12410845,-0.36891425,0.018638492,0.0472244,0.23657638,0.20214236,0.16767915,0.14778376,0.09120345,-0.004047293,-0.04215586,-0.10149932,-3.099083,0.6057861,-0.73975456,-0.04816361,1.8168112,-0.40366527,-0.32148665,-1.2623956,0.16094512,1.6213467,-1.3557838,1.1125708,-2.1792777,6.3470216,0.22817811,0.44569078,-3.1722488,-3.9841034,-2.6076417,-1.4211724,-1.0972843,0.29896095,2.028033,2.1285586,-0.16936275,0.1896586,0.044510834,0.15646759,0.08226504,-0.1787129,-0.048184376,0.04926075,0.031170057,0.09020315,0.15892325,0.13922645,-0.14644411,0.0580891,0.0580891,0.19632354,0.44098884,-0.3440112,0.043698646,-1.5657116,0.004288435,0.15501189,0.047132127,0.047132127,0.035155497,1.0509086,0.26590854,-0.16426376,-1.3836969,0.18630314,-0.043593314,0.15609841,0.15609841,0.050266415,0.9047076,0.119707584,0.035891205,-1.4777062,0.09229386,0.08174868,0.028859202,0.028859202,0.17426361,0.7199993,-0.06500071,0.13147806,-1.6450993,-0.07509923
291,5.82,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.0580891,-0.3440112,0.004288435,0.047132127,0.26590854,0.18630314,0.15609841,0.119707584,0.09229386,0.028859202,-0.06500071,-0.07509923,-3.3009677,1.2451537,-0.71750534,-0.0046135224,1.4666097,-0.7919612,-0.5790371,-1.403809,0.054521516,1.6453247,-1.1422423,1.3200028,-1.0461237,5.8915844,0.41805306,0.42634073,-3.828617,-3.5680194,-2.351562,-0.9871273,-1.0539601,-0.22666602,2.4039931,1.6549351,-0.14644411,0.19632354,0.043698646,0.15501189,0.035155497,-0.16426376,-0.043593314,0.050266415,0.035891205,0.08174868,0.17426361,0.13147806,-0.1101025,-0.009513721,-0.009513721,0.19328815,0.47763258,-0.30736744,0.047787897,-1.5791683,-0.009168267,0.15821096,0.047937326,0.047937326,-0.017116494,1.0718517,0.2868517,-0.13712019,-1.4062922,0.16370785,-0.034933973,0.13993578,0.13993578,0.057881396,0.8747638,0.08976376,0.03692194,-1.4787092,0.09129083,0.06581344,0.06108927,0.06108927,0.1927826,0.70222175,-0.082778275,0.12048036,-1.6155434,-0.045543313
292,5.84,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.009513721,-0.30736744,-0.009168267,0.047937326,0.2868517,0.16370785,0.13993578,0.08976376,0.09129083,0.06108927,-0.082778275,-0.045543313,-3.380141,1.8321874,-0.6728375,0.0402599,1.0471575,-1.1297626,-0.80813175,-1.4971912,-0.05015301,1.6115035,-0.88887966,1.4777979,0.17370853,5.2164364,0.6243521,0.42669177,-4.3870573,-2.9806087,-2.0096872,-0.49219733,-1.0075811,-0.7813166,2.7217057,1.126297,-0.1101025,0.19328815,0.047787897,0.15821096,-0.017116494,-0.13712019,-0.034933973,0.057881396,0.03692194,0.06581344,0.1927826,0.12048036,-0.058768623,-0.076050445,-0.076050445,0.17753878,0.5244887,-0.26051134,0.058572046,-1.5912254,-0.021225333,0.16933034,0.04975158,0.04975158,-0.062458288,1.083386,0.29838592,-0.09326144,-1.4342346,0.13576543,-0.0232226,0.11991773,0.11991773,0.07632621,0.8440938,0.059093773,0.032295693,-1.4817922,0.08820784,0.039243102,0.091384724,0.091384724,0.21338275,0.69017595,-0.094824076,0.1070449,-1.5839229,-0.013922811
293,5.86,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.076050445,-0.26051134,-0.021225333,0.04975158,0.29838592,0.13576543,0.11991773,0.059093773,0.08820784,0.091384724,-0.094824076,-0.013922811,-3.3268363,2.3428063,-0.6028534,0.090712644,0.57671255,-1.3971224,-1.0009025,-1.5334995,-0.1541495,1.5147727,-0.6022891,1.5810229,1.4517666,4.3276567,0.85184383,0.46701923,-4.7530217,-2.2182372,-1.6011899,0.07501082,-0.9718439,-1.3682299,2.9657655,0.5647884,-0.058768623,0.17753878,0.058572046,0.16933034,-0.062458288,-0.09326144,-0.0232226,0.07632621,0.032295693,0.039243102,0.21338275,0.1070449,0.009480633,-0.13872814,-0.13872814,0.14662832,0.5795674,-0.20543265,0.08172501,-1.6012546,-0.03125453,0.19058189,0.052797392,0.052797392,-0.089720994,1.0850325,0.30003244,-0.04212553,-1.4658977,0.10410237,-0.0061310707,0.09693658,0.09693658,0.107700564,0.81401306,0.029013038,0.022324229,-1.4869585,0.08304155,0.0061194003,0.11847998,0.11847998,0.22984329,0.68429214,-0.10070789,0.090823315,-1.5514,0.018600106
